episode,collision_object_1,collision_object_2,collision_count,ground_object_1,ground_object_2,ground_object_3,available_drop_object_1,available_drop_object_2,available_drop_object_3,dropped_object
3647,Cylinder,Pipe,1,Bowl,Cylinder,Pipe,Cube,Pipe,TriangularPrism,Pipe
3648,Ring,Pyramid,1,Bowl,Octahedron,Ring,Bowl,Pyramid,Ring,Pyramid
3649,None,None,0,Pentagon,Pipe,Torus,Dumbbell,Pyramid,TriangularPrism,TriangularPrism
3650,None,None,0,Cone,Octahedron,Pentagon,Cone,Octahedron,Ring,Cone
3651,Dumbbell,Pentagon,1,Bowl,Pentagon,Pipe,Cone,Cube,Dumbbell,Dumbbell
3652,Ring,Ring,1,Dumbbell,Octahedron,Ring,Cube,Ring,Sphere,Ring
3653,Octahedron,Ring,4,Octahedron,Pipe,Torus,Cube,Cylinder,Ring,Ring
3654,Cube,Pyramid,2,Dumbbell,Pipe,Pyramid,Bowl,Cube,Cylinder,Cube
3655,Sphere,Pyramid,1,Pipe,Pyramid,Sphere,Cone,Dumbbell,Sphere,Sphere
3656,None,None,0,Dumbbell,Octahedron,TriangularPrism,Bowl,Cube,Dumbbell,Bowl
3657,None,None,0,Cone,Cylinder,Ring,Pipe,Torus,TriangularPrism,Torus
3658,Torus,Sphere,1,Cone,Octahedron,Torus,Cube,Sphere,TriangularPrism,Sphere
3659,Bowl,Sphere,1,Cylinder,Dumbbell,Sphere,Bowl,Cube,Pipe,Bowl
3660,Cylinder,Dumbbell,2,Dumbbell,Octahedron,Pentagon,Cone,Cylinder,Pentagon,Cylinder
3661,Pentagon,TriangularPrism,2,Pentagon,Pyramid,TriangularPrism,Pentagon,Pipe,TriangularPrism,Pentagon
3662,None,None,0,Cube,Pentagon,TriangularPrism,Octahedron,Pipe,Sphere,Octahedron
3663,None,None,0,Bowl,Sphere,Torus,Cylinder,Sphere,Torus,Torus
3664,Dumbbell,Octahedron,1,Octahedron,Pentagon,Ring,Dumbbell,Pipe,TriangularPrism,Dumbbell
3665,Cone,Torus,1,Cone,Torus,TriangularPrism,Cone,Dumbbell,Ring,Cone
3666,Dumbbell,Dumbbell,1,Cube,Dumbbell,Pyramid,Dumbbell,Pipe,Ring,Dumbbell
3667,Bowl,Ring,1,Bowl,Cube,Ring,Bowl,Cone,Dumbbell,Bowl
3668,None,None,0,Pentagon,Ring,Sphere,Cube,Dumbbell,TriangularPrism,Dumbbell
3669,None,None,0,Bowl,Cube,Ring,Pentagon,Ring,TriangularPrism,TriangularPrism
3670,Cone,Bowl,1,Bowl,Sphere,Torus,Cone,Cube,Octahedron,Cone
3671,None,None,0,Cube,Pyramid,Sphere,Cone,Cylinder,TriangularPrism,Cylinder
3672,Octahedron,Pentagon,3,Bowl,Octahedron,Pentagon,Bowl,Cube,Octahedron,Octahedron
3673,None,None,0,Cylinder,Pipe,Torus,Bowl,Cone,Sphere,Cone
3674,Torus,Pyramid,2,Dumbbell,Pipe,Pyramid,Dumbbell,Pyramid,Torus,Torus
3675,None,None,0,Cone,Octahedron,Pipe,Cone,Cylinder,Sphere,Sphere
3676,Cube,Torus,1,Cone,Cube,Ring,Cube,Octahedron,Torus,Torus
3677,Pipe,TriangularPrism,2,Cone,Pipe,Pyramid,Bowl,Pentagon,TriangularPrism,TriangularPrism
3678,None,None,0,Cylinder,Pentagon,Torus,Cylinder,Pentagon,Torus,Torus
3679,None,None,0,Sphere,Torus,TriangularPrism,Cylinder,Dumbbell,Pentagon,Cylinder
3680,Ring,Dumbbell,1,Cube,Ring,Sphere,Cone,Dumbbell,Pipe,Dumbbell
3681,None,None,0,Cube,Octahedron,Pentagon,Cylinder,Octahedron,Torus,Torus
3682,None,None,0,Bowl,Octahedron,TriangularPrism,Ring,Sphere,Torus,Sphere
3683,Pyramid,Sphere,1,Cube,Pyramid,Ring,Cube,Pentagon,Sphere,Sphere
3684,Cone,Bowl,2,Bowl,Ring,Torus,Cone,Pipe,Torus,Cone
3685,None,None,0,Cylinder,Octahedron,Ring,Octahedron,Torus,TriangularPrism,TriangularPrism
3686,Cylinder,Bowl,1,Cube,Cylinder,Ring,Bowl,Cone,TriangularPrism,Bowl
3687,None,None,0,Cube,Dumbbell,Pentagon,Cube,Dumbbell,Torus,Torus
3688,Pentagon,TriangularPrism,1,Octahedron,Pentagon,Pyramid,Bowl,Sphere,TriangularPrism,TriangularPrism
3689,Cube,Cone,1,Bowl,Cone,TriangularPrism,Cube,Pipe,Sphere,Cube
3690,Ring,Cone,1,Cone,Pentagon,Torus,Dumbbell,Ring,Torus,Ring
3691,Torus,Cube,1,Bowl,Cube,Octahedron,Cylinder,Pentagon,Torus,Torus
3692,Octahedron,Cone,1,Cube,Octahedron,TriangularPrism,Cone,Ring,Torus,Cone
3693,Bowl,Dumbbell,1,Bowl,Cone,Dumbbell,Dumbbell,Sphere,Torus,Dumbbell
3694,Ring,Cube,3,Cube,Pyramid,Sphere,Cone,Octahedron,Ring,Ring
3695,None,None,0,Cube,Dumbbell,Torus,Bowl,Cone,Cylinder,Bowl
3696,Octahedron,Octahedron,1,Octahedron,Pipe,Pyramid,Cube,Dumbbell,Octahedron,Octahedron
3697,Octahedron,Torus,1,Cube,Octahedron,Torus,Cube,Sphere,Torus,Torus
3698,None,None,0,Bowl,Cube,Ring,Cylinder,Pipe,Pyramid,Cylinder
3699,None,None,0,Bowl,Octahedron,Torus,Cylinder,Pipe,TriangularPrism,TriangularPrism
3700,Pentagon,Pyramid,2,Cone,Pentagon,Pyramid,Cube,Octahedron,Pyramid,Pyramid
3701,None,None,0,Bowl,Dumbbell,Pyramid,Cube,Pentagon,Pipe,Pentagon
3702,Pyramid,Pipe,1,Octahedron,Pyramid,Ring,Cone,Octahedron,Pipe,Pipe
3703,None,None,0,Bowl,Cone,Torus,Cylinder,Octahedron,Sphere,Cylinder
3704,Pentagon,Ring,1,Pentagon,Pipe,Ring,Octahedron,Pentagon,Torus,Pentagon
3705,Pentagon,Cube,1,Cone,Cube,Cylinder,Bowl,Pentagon,Ring,Pentagon
3706,Pipe,Sphere,1,Cone,Pipe,Ring,Cylinder,Pyramid,Sphere,Sphere
3707,Pentagon,TriangularPrism,1,Cone,Ring,TriangularPrism,Bowl,Octahedron,Pentagon,Pentagon
3708,None,None,0,Bowl,Octahedron,Ring,Bowl,Cone,Cube,Cube
3709,Pentagon,Pyramid,1,Octahedron,Pentagon,Pyramid,Dumbbell,Pentagon,TriangularPrism,Pentagon
3710,Octahedron,Pyramid,1,Dumbbell,Octahedron,Pentagon,Bowl,Pyramid,Torus,Pyramid
3711,Dumbbell,Pyramid,1,Bowl,Dumbbell,Pyramid,Cylinder,Dumbbell,Pyramid,Dumbbell
3712,Dumbbell,Torus,1,Bowl,Dumbbell,TriangularPrism,Bowl,Pentagon,Torus,Torus
3713,Ring,Cube,2,Dumbbell,Ring,Torus,Cone,Cube,Octahedron,Cube
3714,Pentagon,Cylinder,2,Octahedron,Pentagon,Sphere,Cylinder,Dumbbell,Ring,Cylinder
3715,None,None,0,Bowl,Cone,Cube,Pentagon,Sphere,TriangularPrism,Pentagon
3716,Pentagon,Pyramid,1,Dumbbell,Pentagon,Pipe,Octahedron,Pyramid,Torus,Pyramid
3717,None,None,0,Octahedron,Sphere,Torus,Bowl,Cube,Cylinder,Cylinder
3718,None,None,0,Bowl,Torus,TriangularPrism,Cylinder,Octahedron,Pipe,Cylinder
3719,None,None,0,Cube,Cylinder,Pipe,Pentagon,Pipe,Torus,Pentagon
3720,Ring,Dumbbell,2,Dumbbell,Pyramid,Torus,Bowl,Ring,TriangularPrism,Ring
3721,None,None,0,Cone,Ring,Sphere,Dumbbell,Ring,Torus,Ring
3722,Bowl,Torus,1,Bowl,Cylinder,Pyramid,Cylinder,Sphere,Torus,Torus
3723,None,None,0,Bowl,Pipe,Pyramid,Bowl,Cylinder,Pentagon,Cylinder
3724,None,None,0,Dumbbell,Pyramid,Ring,Bowl,Octahedron,Pyramid,Bowl
3725,None,None,0,Dumbbell,Sphere,TriangularPrism,Bowl,Cube,Torus,Cube
3726,TriangularPrism,Bowl,1,Bowl,Pipe,Pyramid,Cylinder,Pipe,TriangularPrism,TriangularPrism
3727,None,None,0,Bowl,Pipe,Torus,Bowl,Pipe,Ring,Pipe
3728,None,None,0,Cylinder,Dumbbell,Octahedron,Cylinder,Pyramid,Torus,Pyramid
3729,Cylinder,Torus,2,Cone,Sphere,Torus,Cone,Cylinder,Ring,Cylinder
3730,None,None,0,Cone,Pyramid,TriangularPrism,Pentagon,Ring,TriangularPrism,TriangularPrism
3731,Sphere,Octahedron,2,Dumbbell,Octahedron,Pyramid,Pipe,Pyramid,Sphere,Sphere
3732,None,None,0,Cylinder,Sphere,Torus,Cone,Pyramid,TriangularPrism,Cone
3733,None,None,0,Bowl,Pentagon,Sphere,Cone,Pipe,Torus,Cone
3734,Sphere,Dumbbell,1,Dumbbell,Ring,TriangularPrism,Cone,Pentagon,Sphere,Sphere
3735,Ring,Pyramid,1,Octahedron,Pyramid,Torus,Dumbbell,Ring,Torus,Ring
3736,Dumbbell,TriangularPrism,2,Cube,Dumbbell,TriangularPrism,Cone,Dumbbell,Octahedron,Dumbbell
3737,Bowl,Octahedron,1,Bowl,Cone,Cylinder,Cone,Octahedron,Ring,Octahedron
3738,None,None,0,Bowl,Cube,TriangularPrism,Bowl,Cylinder,Ring,Cylinder
3739,None,None,0,Dumbbell,Octahedron,Pipe,Pentagon,Pipe,TriangularPrism,TriangularPrism
3740,Sphere,Bowl,1,Bowl,Cylinder,Octahedron,Dumbbell,Sphere,TriangularPrism,Sphere
3741,Octahedron,Bowl,1,Bowl,Cone,Cylinder,Octahedron,Pentagon,Pipe,Octahedron
3742,Cube,Pyramid,1,Cube,Cylinder,Ring,Dumbbell,Pyramid,Ring,Pyramid
3743,None,None,0,Bowl,Ring,Torus,Cube,Cylinder,Sphere,Cylinder
3744,Ring,Bowl,1,Pyramid,Ring,Sphere,Bowl,Octahedron,Pentagon,Bowl
3745,None,None,0,Octahedron,Pentagon,Ring,Cylinder,Octahedron,Pyramid,Octahedron
3746,Octahedron,Bowl,1,Bowl,Pentagon,Sphere,Dumbbell,Octahedron,Pyramid,Octahedron
3747,Pentagon,Pipe,1,Cube,Pentagon,TriangularPrism,Pentagon,Pipe,TriangularPrism,Pipe
3748,None,None,0,Cube,Pipe,Pyramid,Ring,Torus,TriangularPrism,Torus
3749,Pyramid,Octahedron,1,Dumbbell,Octahedron,TriangularPrism,Dumbbell,Pipe,Pyramid,Pyramid
3750,Pentagon,Bowl,1,Bowl,Cone,Cube,Octahedron,Pentagon,Torus,Pentagon
3751,Cylinder,Pentagon,1,Pentagon,Pipe,Ring,Bowl,Cylinder,Pentagon,Cylinder
3752,Cone,Ring,1,Cone,Cylinder,Octahedron,Pipe,Ring,Sphere,Ring
3753,None,None,0,Bowl,Pentagon,Pipe,Cube,Ring,Torus,Cube
3754,None,None,0,Octahedron,Pentagon,Pipe,Cube,Pyramid,TriangularPrism,Cube
3755,Cube,Cone,1,Cone,Cylinder,Ring,Bowl,Cube,Pyramid,Cube
3756,Ring,Octahedron,2,Octahedron,Pyramid,TriangularPrism,Ring,Torus,TriangularPrism,Ring
3757,Dumbbell,Ring,1,Cylinder,Dumbbell,Pyramid,Ring,Sphere,TriangularPrism,Ring
3758,Cylinder,Dumbbell,1,Cylinder,Pyramid,TriangularPrism,Bowl,Dumbbell,Sphere,Dumbbell
3759,None,None,0,Bowl,Cylinder,Dumbbell,Cube,Pyramid,Torus,Cube
3760,Ring,Pipe,1,Octahedron,Pyramid,Ring,Bowl,Cone,Pipe,Pipe
3761,Cylinder,Dumbbell,1,Cylinder,Dumbbell,Pentagon,Bowl,Cube,Cylinder,Cylinder
3762,None,None,0,Pipe,Ring,Sphere,Cylinder,Sphere,Torus,Cylinder
3763,None,None,0,Bowl,Pyramid,Torus,Cube,Sphere,TriangularPrism,TriangularPrism
3764,None,None,0,Cylinder,Dumbbell,Pyramid,Pentagon,Pipe,Torus,Torus
3765,None,None,0,Octahedron,Pipe,Torus,Octahedron,Pyramid,Torus,Pyramid
3766,None,None,0,Pipe,Pyramid,Sphere,Cube,Octahedron,Pipe,Octahedron
3767,None,None,0,Cone,Pyramid,TriangularPrism,Cone,Octahedron,Ring,Cone
3768,Ring,Sphere,1,Cube,Octahedron,Ring,Bowl,Octahedron,Sphere,Sphere
3769,None,None,0,Cube,Dumbbell,Sphere,Bowl,Cylinder,TriangularPrism,Bowl
3770,Sphere,Sphere,2,Dumbbell,Octahedron,Sphere,Cone,Cube,Sphere,Sphere
3771,Cube,Ring,1,Bowl,Cone,Ring,Cube,Dumbbell,Octahedron,Cube
3772,None,None,0,Cylinder,Dumbbell,Ring,Bowl,Cube,Pyramid,Pyramid
3773,None,None,0,Pyramid,Ring,Sphere,Cube,Cylinder,Dumbbell,Cylinder
3774,Ring,Octahedron,1,Pentagon,Ring,Sphere,Octahedron,Pentagon,TriangularPrism,Octahedron
3775,None,None,0,Cylinder,Dumbbell,Pyramid,Bowl,Cone,Cube,Cone
3776,None,None,0,Dumbbell,Octahedron,Pentagon,Pyramid,Torus,TriangularPrism,Pyramid
3777,Bowl,Cylinder,1,Bowl,Cone,Pyramid,Cone,Cylinder,Pipe,Cylinder
3778,None,None,0,Dumbbell,Pipe,Pyramid,Cone,Pentagon,TriangularPrism,Pentagon
3779,None,None,0,Bowl,Cube,Sphere,Cylinder,Sphere,TriangularPrism,Sphere
3780,TriangularPrism,TriangularPrism,1,Cone,Dumbbell,TriangularPrism,Ring,Sphere,TriangularPrism,TriangularPrism
3781,Pyramid,Pyramid,1,Cylinder,Pipe,Pyramid,Cone,Octahedron,Pyramid,Pyramid
3782,Bowl,Pyramid,1,Bowl,Cone,Octahedron,Bowl,Cone,Pyramid,Pyramid
3783,Ring,Bowl,1,Pyramid,Ring,TriangularPrism,Bowl,Octahedron,Torus,Bowl
3784,None,None,0,Bowl,Cube,Pipe,Cylinder,Dumbbell,Pyramid,Cylinder
3785,Octahedron,Ring,2,Dumbbell,Ring,Sphere,Bowl,Cylinder,Octahedron,Octahedron
3786,None,None,0,Cone,Dumbbell,Sphere,Dumbbell,Pentagon,Pyramid,Pentagon
3787,None,None,0,Pyramid,Sphere,TriangularPrism,Cube,Octahedron,Pentagon,Cube
3788,None,None,0,Pentagon,Sphere,TriangularPrism,Bowl,Cube,Ring,Cube
3789,Pyramid,Dumbbell,1,Cube,Dumbbell,Pipe,Pentagon,Pyramid,Ring,Pyramid
3790,None,None,0,Cube,Cylinder,Dumbbell,Bowl,Cylinder,Pyramid,Bowl
3791,None,None,0,Cube,Cylinder,Pyramid,Cone,Pipe,TriangularPrism,Cone
3792,Cube,TriangularPrism,1,Cube,Pyramid,TriangularPrism,Cube,Pipe,Sphere,Cube
3793,None,None,0,Cylinder,Sphere,TriangularPrism,Dumbbell,Pipe,Sphere,Pipe
3794,None,None,0,Dumbbell,Pentagon,Torus,Cube,Pyramid,Sphere,Sphere
3795,Cone,Octahedron,1,Cone,Octahedron,Pentagon,Cone,Pyramid,TriangularPrism,Cone
3796,None,None,0,Bowl,Pipe,Pyramid,Bowl,Octahedron,Torus,Bowl
3797,Cylinder,Pyramid,1,Cylinder,Sphere,TriangularPrism,Pentagon,Pipe,Pyramid,Pyramid
3798,None,None,0,Octahedron,Pentagon,Pyramid,Bowl,Cube,Cylinder,Cube
3799,TriangularPrism,Cylinder,1,Cylinder,Octahedron,TriangularPrism,Bowl,Cube,TriangularPrism,TriangularPrism
3800,None,None,0,Cylinder,Dumbbell,Pyramid,Sphere,Torus,TriangularPrism,TriangularPrism
3801,Cylinder,Pipe,1,Bowl,Cube,Pipe,Cylinder,Pyramid,Sphere,Cylinder
3802,Cube,Pyramid,2,Dumbbell,Octahedron,Pyramid,Bowl,Cube,Octahedron,Cube
3803,None,None,0,Bowl,Dumbbell,Sphere,Cone,Pipe,TriangularPrism,TriangularPrism
3804,None,None,0,Cylinder,Pentagon,Pyramid,Cube,Ring,Sphere,Cube
3805,Pyramid,Cube,1,Cube,Dumbbell,Pyramid,Bowl,Cube,Pipe,Cube
3806,None,None,0,Dumbbell,Ring,Torus,Bowl,Pyramid,Torus,Torus
3807,None,None,0,Cone,Cube,Pentagon,Octahedron,Sphere,Torus,Torus
3808,Octahedron,Octahedron,1,Bowl,Cone,Octahedron,Cone,Octahedron,Ring,Octahedron
3809,Cube,Dumbbell,1,Dumbbell,Pipe,Ring,Cube,Cylinder,Sphere,Cube
3810,Ring,Pyramid,5,Octahedron,Ring,Torus,Cone,Pentagon,Pyramid,Pyramid
3811,Octahedron,Sphere,2,Cube,Pyramid,Sphere,Bowl,Octahedron,Sphere,Octahedron
3812,Bowl,Pyramid,1,Bowl,Pipe,Pyramid,Cube,Dumbbell,Pyramid,Pyramid
3813,None,None,0,Dumbbell,Octahedron,Pyramid,Bowl,Cylinder,Ring,Ring
3814,None,None,0,Cylinder,Sphere,TriangularPrism,Cone,Cylinder,Ring,Ring
3815,TriangularPrism,Octahedron,1,Cylinder,Octahedron,Pyramid,Cube,Cylinder,TriangularPrism,TriangularPrism
3816,Octahedron,TriangularPrism,1,Cone,Torus,TriangularPrism,Cube,Octahedron,Pyramid,Octahedron
3817,Torus,Ring,2,Pentagon,Pyramid,Ring,Cylinder,Pipe,Torus,Torus
3818,None,None,0,Cube,Octahedron,Pyramid,Cylinder,Pipe,TriangularPrism,Cylinder
3819,Ring,Pyramid,2,Bowl,Octahedron,Pyramid,Cylinder,Dumbbell,Ring,Ring
3820,Sphere,Cone,3,Ring,Sphere,Torus,Cone,Cube,Sphere,Cone
3821,None,None,0,Dumbbell,Octahedron,Torus,Cylinder,Pyramid,TriangularPrism,TriangularPrism
3822,None,None,0,Cone,Octahedron,Pentagon,Bowl,Ring,TriangularPrism,TriangularPrism
3823,TriangularPrism,Dumbbell,1,Pentagon,Pyramid,TriangularPrism,Dumbbell,Pyramid,Ring,Dumbbell
3824,Cone,Pyramid,1,Pyramid,Sphere,TriangularPrism,Cone,Sphere,Torus,Cone
3825,TriangularPrism,Cone,1,Cone,Dumbbell,Ring,Pentagon,Torus,TriangularPrism,TriangularPrism
3826,Ring,Cone,1,Pyramid,Ring,Sphere,Cone,Cube,Ring,Cone
3827,Bowl,Pentagon,1,Bowl,Cone,Pentagon,Dumbbell,Pentagon,Pipe,Pentagon
3828,None,None,0,Cube,Pipe,Pyramid,Cone,Ring,Torus,Torus
3829,TriangularPrism,Octahedron,1,Octahedron,Torus,TriangularPrism,Dumbbell,Ring,TriangularPrism,TriangularPrism
3830,Pyramid,Ring,3,Cone,Cube,Pyramid,Pentagon,Ring,Sphere,Ring
3831,Dumbbell,Pentagon,1,Octahedron,Pentagon,Sphere,Dumbbell,Pentagon,TriangularPrism,Dumbbell
3832,Cube,Cone,1,Cube,Dumbbell,Pentagon,Cone,Cube,Cylinder,Cone
3833,Dumbbell,Sphere,3,Dumbbell,Pentagon,Pyramid,Pipe,Sphere,Torus,Sphere
3834,Sphere,Bowl,1,Bowl,Dumbbell,Ring,Cone,Sphere,TriangularPrism,Sphere
3835,None,None,0,Bowl,Octahedron,Pipe,Pyramid,Sphere,Torus,Sphere
3836,None,None,0,Pentagon,Pipe,Pyramid,Bowl,Pentagon,Torus,Pentagon
3837,Sphere,TriangularPrism,1,Cylinder,Pyramid,TriangularPrism,Sphere,Torus,TriangularPrism,Sphere
3838,Cube,Pyramid,2,Cube,Ring,TriangularPrism,Cone,Octahedron,Pyramid,Pyramid
3839,Pipe,TriangularPrism,2,Cube,Torus,TriangularPrism,Cylinder,Pipe,Ring,Pipe
3840,Pyramid,TriangularPrism,1,Bowl,Pyramid,Sphere,Bowl,Cone,TriangularPrism,TriangularPrism
3841,Bowl,Torus,1,Dumbbell,Octahedron,Torus,Bowl,Cone,Cube,Bowl
3842,Cube,Cone,1,Bowl,Cube,Pentagon,Bowl,Cone,Torus,Cone
3843,Pipe,Torus,2,Cone,Pipe,Torus,Cube,Pipe,Torus,Torus
3844,None,None,0,Cube,Pentagon,TriangularPrism,Cone,Dumbbell,Octahedron,Cone
3845,None,None,0,Dumbbell,Pentagon,Ring,Cylinder,Dumbbell,Ring,Dumbbell
3846,Cube,Dumbbell,1,Dumbbell,Pipe,TriangularPrism,Cone,Cube,Cylinder,Cube
3847,None,None,0,Cone,Pentagon,Sphere,Bowl,Pentagon,Torus,Bowl
3848,Octahedron,Ring,1,Bowl,Octahedron,Torus,Bowl,Cube,Ring,Ring
3849,Bowl,Pentagon,2,Octahedron,Pentagon,TriangularPrism,Bowl,Octahedron,Pipe,Bowl
3850,TriangularPrism,Pipe,2,Cone,Cylinder,TriangularPrism,Bowl,Cube,Pipe,Pipe
3851,None,None,0,Octahedron,Ring,TriangularPrism,Cylinder,Octahedron,Sphere,Octahedron
3852,None,None,0,Cube,Ring,Sphere,Cylinder,Pentagon,Torus,Pentagon
3853,Bowl,Pyramid,2,Bowl,Pipe,Ring,Bowl,Pyramid,Ring,Pyramid
3854,Pipe,Torus,2,Dumbbell,Octahedron,Torus,Dumbbell,Pipe,Pyramid,Pipe
3855,None,None,0,Cylinder,Dumbbell,Pentagon,Pipe,Sphere,TriangularPrism,TriangularPrism
3856,Cone,Ring,1,Octahedron,Pyramid,Ring,Cone,Dumbbell,Torus,Cone
3857,Dumbbell,Dumbbell,1,Cone,Dumbbell,Torus,Bowl,Dumbbell,Pyramid,Dumbbell
3858,Dumbbell,Pyramid,1,Dumbbell,Pipe,Sphere,Cube,Dumbbell,Pyramid,Pyramid
3859,None,None,0,Cylinder,Dumbbell,Pyramid,Cone,Cube,Pentagon,Cone
3860,Octahedron,Pipe,1,Bowl,Octahedron,Pentagon,Octahedron,Pipe,Torus,Pipe
3861,None,None,0,Bowl,Pipe,Torus,Pentagon,Ring,TriangularPrism,Ring
3862,Dumbbell,Ring,1,Bowl,Pipe,Ring,Cube,Dumbbell,Torus,Dumbbell
3863,Cylinder,Octahedron,1,Cylinder,Octahedron,Sphere,Octahedron,Ring,TriangularPrism,Octahedron
3864,None,None,0,Pentagon,Ring,Torus,Cone,Cylinder,Pyramid,Cylinder
3865,Cylinder,Bowl,1,Bowl,Sphere,Torus,Cylinder,Octahedron,Ring,Cylinder
3866,Cylinder,Cone,1,Cone,Cylinder,Pyramid,Bowl,Cylinder,Pyramid,Cylinder
3867,Pyramid,Pyramid,2,Bowl,Pyramid,TriangularPrism,Octahedron,Pyramid,Sphere,Pyramid
3868,None,None,0,Bowl,Dumbbell,Pipe,Cube,Pentagon,TriangularPrism,TriangularPrism
3869,None,None,0,Cone,Cylinder,Octahedron,Cone,Torus,TriangularPrism,Cone
3870,Ring,Cone,1,Pentagon,Pipe,Ring,Bowl,Cone,Sphere,Cone
3871,Pentagon,Cylinder,1,Cylinder,Octahedron,Pipe,Cylinder,Pentagon,Torus,Pentagon
3872,Torus,Dumbbell,2,Cone,Cube,Dumbbell,Dumbbell,Octahedron,Torus,Torus
3873,Octahedron,Pipe,1,Octahedron,Pipe,Torus,Pentagon,Pipe,TriangularPrism,Pipe
3874,None,None,0,Cylinder,Dumbbell,TriangularPrism,Ring,Sphere,TriangularPrism,TriangularPrism
3875,None,None,0,Octahedron,Pipe,TriangularPrism,Dumbbell,Pentagon,Torus,Pentagon
3876,Pipe,Octahedron,1,Bowl,Dumbbell,Octahedron,Cylinder,Pipe,Torus,Pipe
3877,Ring,Bowl,2,Ring,Torus,TriangularPrism,Bowl,Cone,Dumbbell,Bowl
3878,Bowl,Dumbbell,1,Bowl,Pipe,Pyramid,Bowl,Dumbbell,Sphere,Dumbbell
3879,Pyramid,Ring,1,Cube,Ring,Torus,Dumbbell,Pyramid,TriangularPrism,Pyramid
3880,None,None,0,Pyramid,Sphere,Torus,Cone,Cube,Cylinder,Cone
3881,TriangularPrism,Dumbbell,1,Cube,Dumbbell,Pentagon,Dumbbell,Pyramid,TriangularPrism,TriangularPrism
3882,Torus,TriangularPrism,1,Pyramid,Ring,TriangularPrism,Cone,Pyramid,Torus,Torus
3883,None,None,0,Bowl,Pyramid,Ring,Bowl,Pentagon,TriangularPrism,TriangularPrism
3884,None,None,0,Cone,Cylinder,Dumbbell,Bowl,Octahedron,TriangularPrism,Octahedron
3885,Pyramid,Cylinder,1,Cube,Cylinder,Octahedron,Cube,Cylinder,Pyramid,Pyramid
3886,None,None,0,Bowl,Cube,Cylinder,Octahedron,Sphere,Torus,Torus
3887,None,None,0,Dumbbell,Pyramid,Torus,Dumbbell,Pyramid,Sphere,Sphere
3888,None,None,0,Bowl,Cylinder,Pyramid,Bowl,Cylinder,Torus,Bowl
3889,None,None,0,Cube,Dumbbell,Sphere,Pipe,Pyramid,Ring,Pyramid
3890,Dumbbell,TriangularPrism,1,Cube,Dumbbell,Ring,Cylinder,Pyramid,TriangularPrism,TriangularPrism
3891,None,None,0,Bowl,Dumbbell,TriangularPrism,Cylinder,Pipe,Pyramid,Pipe
3892,Bowl,Sphere,1,Pyramid,Ring,Sphere,Bowl,Cone,TriangularPrism,Bowl
3893,Pyramid,Dumbbell,1,Pentagon,Pyramid,Sphere,Dumbbell,Octahedron,Pentagon,Dumbbell
3894,Pyramid,Pentagon,1,Cube,Octahedron,Pentagon,Pyramid,Torus,TriangularPrism,Pyramid
3895,Sphere,Bowl,1,Bowl,Octahedron,Ring,Bowl,Cube,Sphere,Sphere
3896,Cone,TriangularPrism,2,Sphere,Torus,TriangularPrism,Bowl,Cone,Pyramid,Cone
3897,None,None,0,Bowl,Pentagon,Sphere,Pipe,Pyramid,Torus,Torus
3898,None,None,0,Cone,Octahedron,Torus,Pipe,Sphere,TriangularPrism,TriangularPrism
3899,Pipe,Pyramid,1,Cube,Pipe,Pyramid,Dumbbell,Pentagon,Pipe,Pipe
3900,Dumbbell,Pyramid,1,Cone,Dumbbell,Octahedron,Cone,Pyramid,Torus,Pyramid
3901,Ring,Sphere,1,Octahedron,Sphere,Torus,Cone,Ring,Torus,Ring
3902,Bowl,Ring,1,Pentagon,Pipe,Ring,Bowl,Ring,Sphere,Bowl
3903,None,None,0,Cube,Pipe,TriangularPrism,Cube,Cylinder,Pipe,Cylinder
3904,Bowl,Ring,1,Pipe,Pyramid,Ring,Bowl,Ring,Sphere,Bowl
3905,Ring,Bowl,1,Cylinder,Dumbbell,Ring,Bowl,Cube,Ring,Bowl
3906,Pyramid,Cube,2,Cube,Cylinder,Octahedron,Pentagon,Pyramid,Ring,Pyramid
3907,None,None,0,Cone,Dumbbell,TriangularPrism,Pentagon,Sphere,Torus,Torus
3908,Ring,Torus,1,Cone,Cube,Ring,Cone,Cylinder,Torus,Torus
3909,Pipe,Pentagon,1,Cylinder,Pentagon,Sphere,Cylinder,Pipe,Sphere,Pipe
3910,None,None,0,Cone,Cylinder,Pipe,Cylinder,Dumbbell,TriangularPrism,Cylinder
3911,Dumbbell,Torus,2,Octahedron,Pentagon,Torus,Cube,Dumbbell,Pentagon,Dumbbell
3912,Pipe,Pyramid,2,Bowl,Dumbbell,Pyramid,Cone,Cube,Pipe,Pipe
3913,None,None,0,Cone,Octahedron,Pipe,Cone,Cylinder,Octahedron,Cylinder
3914,None,None,0,Pentagon,Sphere,Torus,Bowl,Torus,TriangularPrism,Torus
3915,None,None,0,Octahedron,Pipe,Ring,Cylinder,Pyramid,Sphere,Sphere
3916,None,None,0,Cylinder,Dumbbell,TriangularPrism,Octahedron,Pentagon,Pipe,Pentagon
3917,TriangularPrism,Ring,4,Dumbbell,Octahedron,Ring,Cone,Pipe,TriangularPrism,TriangularPrism
3918,Octahedron,Pipe,1,Octahedron,Sphere,TriangularPrism,Pipe,Pyramid,Torus,Pipe
3919,None,None,0,Bowl,Cube,Pentagon,Cylinder,Pyramid,TriangularPrism,TriangularPrism
